Xで | Yが | つかぬ
Xじゃありませんよ | Yでも -> 云うんでしょうと | 云う
Xじゃありませんよ | Yの -> 事を -> 云うんでしょうと | 云う
Xじゃありませんよ | Yな -> 事を -> 云うんでしょうと | 云う
Xじゃありませんよ | Yを -> 云うんでしょうと | 云う
Xじゃありませんよ | Yと -> 云うんでしょうと | 云う
Xじゃありませんよ | 云うYでしょうと | 云う
Xじゃありませんよ | Yは | 云う
Xじゃありませんよ | Y知らず -> 穿った -> 事を | 云う
Xじゃありませんよ | Yを | 云う
Xも | Yの -> 処置を -> 付けなければならぬ -> 仕儀と | なる
Xも | Yを -> 付けなければならぬ -> 仕儀と | なる
Xも | Yと | なる
X | Yと -> 云うの -> はね -> 二九からぬと -> 言わず -> 語らず -> 寝転んでいて -> くると -> 云うんです -> あるでしょうかと -> ものだから | する
X | 云うY -> はね -> 二九からぬと -> 言わず -> 語らず -> 寝転んでいて -> くると -> 云うんです -> あるでしょうかと -> ものだから | する
X | Yは -> 二九からぬと -> 言わず -> 語らず -> 寝転んでいて -> くると -> 云うんです -> あるでしょうかと -> ものだから | する
X | YYか -> 二九からぬと -> 言わず -> 語らず -> 寝転んでいて -> くると -> 云うんです -> あるでしょうかと -> ものだから | する
X | YYからぬと -> 言わず -> 語らず -> 寝転んでいて -> くると -> 云うんです -> あるでしょうかと -> ものだから | する
X | Yの -> 間に -> 寝転んでいて -> くると -> 云うんです -> あるでしょうかと -> ものだから | する
X | Yに -> 寝転んでいて -> くると -> 云うんです -> あるでしょうかと -> ものだから | する
X | Yや -> 天気晴朗と -> くると -> 云うんです -> あるでしょうかと -> ものだから | する
X | YYと -> くると -> 云うんです -> あるでしょうかと -> ものだから | する
X | Yを -> 携えて -> 遊ぶ -> 連中を -> 云うんです -> あるでしょうかと -> ものだから | する
X | YYに -> 遊ぶ -> 連中を -> 云うんです -> あるでしょうかと -> ものだから | する
X | Yを -> 云うんです -> あるでしょうかと -> ものだから | する
X | 云うYです -> あるでしょうかと -> ものだから | する
X | Yが -> あるでしょうかと -> ものだから | する
X | Yは -> ものだから | する
X | Yだから | する
X | 好Yな -> 挨拶を | する
X | Yを | する
Xには | Yを | 折る
Xじゃ | Yの -> 胴へ -> つけて -> 包んでおくんですね -> 出来るでしょうか迷亭は | 笑っている
Xじゃ | Yへ -> つけて -> 包んでおくんですね -> 出来るでしょうか迷亭は | 笑っている
Xじゃ | Yの -> 首を -> つけて -> 包んでおくんですね -> 出来るでしょうか迷亭は | 笑っている
Xじゃ | Yを -> つけて -> 包んでおくんですね -> 出来るでしょうか迷亭は | 笑っている
Xじゃ | YYY -> 欧州の -> 空気で -> 包んでおくんですね -> 出来るでしょうか迷亭は | 笑っている
Xじゃ | Yの -> 空気で -> 包んでおくんですね -> 出来るでしょうか迷亭は | 笑っている
Xじゃ | Yで -> 包んでおくんですね -> 出来るでしょうか迷亭は | 笑っている
Xじゃ | 包んでおくYですね -> 出来るでしょうか迷亭は | 笑っている
Xじゃ | Yが -> 出来るでしょうか迷亭は | 笑っている
Xじゃ | 出来るでしょうかYは | 笑っている
Xじゃ | Yを -> しないで | 笑っている
Xそんな | Yの -> かかる -> 事を -> しないでも | 出来ます
Xそんな | Yを -> しないでも | 出来ます
Xの | Yに -> 加えて -> 割ると -> 出来上ります -> そうでしょうかと -> 兼ねたと -> 云う -> 風情に | 見える
Xの | Yの -> 番頭を -> 加えて -> 割ると -> 出来上ります -> そうでしょうかと -> 兼ねたと -> 云う -> 風情に | 見える
Xの | Yを -> 加えて -> 割ると -> 出来上ります -> そうでしょうかと -> 兼ねたと -> 云う -> 風情に | 見える
Xの | Yで -> 割ると -> 出来上ります -> そうでしょうかと -> 兼ねたと -> 云う -> 風情に | 見える
Xの | Yな -> 月並が -> 出来上ります -> そうでしょうかと -> 兼ねたと -> 云う -> 風情に | 見える
Xの | Yが -> 出来上ります -> そうでしょうかと -> 兼ねたと -> 云う -> 風情に | 見える
Xの | Yは -> 兼ねたと -> 云う -> 風情に | 見える
Xの | Yを -> 捻ったまま -> 納得し -> 兼ねたと -> 云う -> 風情に | 見える
Xの | 捻ったY -> 納得し -> 兼ねたと -> 云う -> 風情に | 見える
Xの | Yし -> 兼ねたと -> 云う -> 風情に | 見える
Xの | Yに | 見える
Xまだ | いるYかと | 坐わる
Xまだ | Yは | 坐わる
Xまだ | Yの -> 傍へ | 坐わる
Xまだ | Yへ | 坐わる
いるXかは | Yだな -> 帰るから -> 待ってい -> 給えと -> 言ったじゃないか -> ものと | 顧みる
いるXかは | YYなYです -> ものと | 顧みる
いるXかは | Yと | 顧みる
いるXかは | Yは | 顧みる
いるXかは | Yを | 顧みる
XXの | YYに -> 残らず -> 聞いてしまったぜ -> いいがなと | 撫でてくれる
XXの | Yの -> 逸話を -> 残らず -> 聞いてしまったぜ -> いいがなと | 撫でてくれる
XXの | Yを -> 残らず -> 聞いてしまったぜ -> いいがなと | 撫でてくれる
XXの | Yは -> いいがなと | 撫でてくれる
XXの | Yで -> いかん -> 守ると -> いいがなと | 撫でてくれる
XXの | Yも -> 守ると -> いいがなと | 撫でてくれる
XXの | Yくらい -> 守ると -> いいがなと | 撫でてくれる
XXの | Yを -> 守ると -> いいがなと | 撫でてくれる
XXの | Yは | 撫でてくれる
XXの | Yの -> 頭を | 撫でてくれる
XXの | Yを | 撫でてくれる
Xは | Yに -> さしたそうだな -> ふむと -> 笑ったが | 利口だぜ
Xは | Yしを -> さしたそうだな -> ふむと -> 笑ったが | 利口だぜ
Xは | YY -> さしたそうだな -> ふむと -> 笑ったが | 利口だぜ
Xは | さしたYだな -> ふむと -> 笑ったが | 利口だぜ
Xは | Yは -> 笑ったが | 利口だぜ
Xは | Yでも | 利口だぜ
Xは | Yの -> 赤ん坊は | 利口だぜ
Xは | Yは | 利口だぜ
X | Y -> 出すから -> 妙だ | 残酷だ
X | Y -> 辛いのは -> どこと -> 聞くと -> 出すから -> 妙だ | 残酷だ
X | 辛いYは -> どこと -> 聞くと -> 出すから -> 妙だ | 残酷だ
X | Yと -> 聞くと -> 出すから -> 妙だ | 残酷だ
X | Yを -> 出すから -> 妙だ | 残酷だ
X | Yだ | 残酷だ
X | Yに -> 仕込む -> 気で -> いるから | 残酷だ
X | Yを -> 仕込む -> 気で -> いるから | 残酷だ
X | Yで -> いるから | 残酷だ
Xは | 来Yな -> ものだな -> 来るのかいと | する
Xは | Yだな -> 来るのかいと | する
Xは | Yが -> 来るのかいと | する
Xは | 来るYかいと | する
Xは | Yは | する
Xは | Yな -> 顔を | する
Xは | Yを | する
X | YYまでに -> 来いと -> 出しておいたから | 男だ
X | YYの -> 家へ -> 来いと -> 出しておいたから | 男だ
X | Yへ -> 来いと -> 出しておいたから | 男だ
X | Yを -> 出しておいたから | 男だ
X | Yの -> 都合も -> 聞かんで -> する | 男だ
X | Yも -> 聞かんで -> する | 男だ
X | Yな -> 事を -> する | 男だ
X | Yを -> する | 男だ
Xを | Yを -> するんだい | 要求さ
Xを | するYY | 要求さ
Xを | Y -> 今日のは | 要求さ
Xを | YYは | 要求さ
Xを | Yの -> 趣向じゃない -> 寒月先生自身の | 要求さ
Xを | Yじゃない -> 寒月先生自身の | 要求さ
Xを | YYYの | 要求さ
X | Yでも -> するとか | 云うのでね
X | YYで -> するとか | 云うのでね
X | Yを -> するとか | 云うのでね
Xを | Yに -> 聴いてくれと -> 云うから | 云うのでね
Xを | YYにも -> 聞かしてやろうと | 云うのでね
Xの | Yへ -> 呼ぶ -> 事に -> しておいたのさ—— -> いいさと | 呑み込んでいる
Xの | Yに -> しておいたのさ—— -> いいさと | 呑み込んでいる
Xの | しておいたYさY -> いいさと | 呑み込んでいる
Xの | YYは -> いいさと | 呑み込んでいる
Xの | YYだから -> 男じゃない -> 聞くが -> いいさと | 呑み込んでいる
Xの | いいやねYYなんぞ -> ある -> 男じゃない -> 聞くが -> いいさと | 呑み込んでいる
Xの | Yじゃない -> 聞くが -> いいさと | 呑み込んでいる
Xの | Yは | 呑み込んでいる
Xの | Yで | 呑み込んでいる
XXの | Yなんか -> 分らんと | 云う
XXの | Yにゃ -> 分らんと | 云う
XXの | Yは | 云う
XXの | Yの -> 専断を -> 憤った -> もののごとくに | 云う
XXの | Yを -> 憤った -> もののごとくに | 云う
Xが | Y付けられた -> ノッズルについてなどと -> 云う | ものじゃないんだ
Xが | Yについてなどと -> 云う | ものじゃないんだ
Xが | YYな | ものじゃないんだ
Xの | Yと -> 云う -> 脱俗 -> 超凡な -> 演題なのだから -> あるさ -> 僕なんざあ -> ないぜと | 叩く
Xの | Y -> 超凡な -> 演題なのだから -> あるさ -> 僕なんざあ -> ないぜと | 叩く
Xの | Yな -> 演題なのだから -> あるさ -> 僕なんざあ -> ないぜと | 叩く
Xの | YなYだから -> あるさ -> 僕なんざあ -> ないぜと | 叩く
Xの | Yする -> 価値が -> あるさ -> 僕なんざあ -> ないぜと | 叩く
Xの | Yが -> あるさ -> 僕なんざあ -> ないぜと | 叩く
Xの | Yは -> 傾聴するが -> 好いが -> 僕なんざあ -> ないぜと | 叩く
Xの | Yを -> 男だから -> 傾聴するが -> 好いが -> 僕なんざあ -> ないぜと | 叩く
Xの | YりY -> くなった -> 男だから -> 傾聴するが -> 好いが -> 僕なんざあ -> ないぜと | 叩く
Xの | Yだから -> 傾聴するが -> 好いが -> 僕なんざあ -> ないぜと | 叩く
Xの | Yするが -> 好いが -> 僕なんざあ -> ないぜと | 叩く
Xの | YYY -> ないぜと | 叩く
Xの | Yで -> する -> くらいの -> 人間だから -> 聞かれないと -> 云う -> 結論は -> ないぜと | 叩く
Xの | Yが -> する -> くらいの -> 人間だから -> 聞かれないと -> 云う -> 結論は -> ないぜと | 叩く
Xの | Yだから -> 聞かれないと -> 云う -> 結論は -> ないぜと | 叩く
Xの | Yは -> ないぜと | 叩く
Xの | 出Yも -> ないぜと | 叩く
Xの | Yのごとく | 叩く
Xの | Yを | 叩く
Xは | Yと -> 笑って | 退く
Xは | Yを -> 顧みながら | 退く
Xは | Yへ | 退く
Xは | Yの -> まま | 撫でる
Xは | Y | 撫でる
Xは | Yの -> 頭を | 撫でる
Xは | Yを | 撫でる
Xのみは | Yに -> 丁寧な | 撫で方であった
Xのみは | Yな | 撫で方であった
約XXくらいすると | YY | 来る
約XXくらいすると | YYが | 来る
Xは | Yに -> すると -> いうので | する
Xは | Yを -> すると -> いうので | する
Xは | Yに -> なく -> 着て -> 聳やかして -> 上げて -> 落ちつき払って | する
Xは | Yな -> フロックを -> 着て -> 聳やかして -> 上げて -> 落ちつき払って | する
